date,stockChange,dollarChange,us10Change,gdpChange
1992-10-13,0.4565054955011492,-0.8149959250203781,0.0008,0.007282957
1992-10-14,0.017104080638290258,0.011738466956221523,-0.0005,0.007282957
1992-10-15,0.05618658006432308,-0.39906103286385375,0.0025,0.007282957
1992-10-16,0.5200207443356295,1.1077068112184751,0.0074,0.007282957
1992-10-19,0.7893522243147828,1.0606060606060568,0.0169,0.007282957
1992-10-20,0.1204877311548387,0.9687463960327568,0.0268,0.007282957
1992-10-21,0.04573071988293383,0.4340376927470128,-0.015,0.007282957
1992-10-22,-0.18524766663887074,-1.0804048675082485,-0.0034,0.007282957
1992-10-23,-0.19281465692187616,0.9542423545642656,0.0117,0.007282957
1992-10-26,0.9804390101844159,0.3644231864252285,-0.0003,0.007282957
1992-10-27,0.0789138121397097,-0.5673436968115284,-0.0066,0.007282957
1992-10-28,0.3918887044347239,1.1525733196393988,-0.005,0.007282957
1992-10-29,0.17375097977111992,-0.5415162454873691,-0.0076,0.007282957
1992-10-30,-0.517985096634909,0.2608892921960118,0.0175,0.007282957
1992-11-02,0.9721044874480008,1.5612625862654097,0.0113,0.007282957
1992-11-03,-0.6694232998225942,-0.4455831569566576,-0.0013,0.007282957
1992-11-04,-0.6691817281878367,0.4363880496811017,0.002,0.007282957
1992-11-05,0.2948888888382738,0.2673796791443793,-0.002,0.007282957
1992-11-06,-0.1816725647241169,0.6222222222222248,0.013999999999999999,0.007282957
1992-11-09,0.24187198415712585,0.28710247349822315,-0.0013,0.007282957
1992-11-10,0.007166678680020839,-0.09909711517285752,-0.0098,0.007282957
1992-11-11,0.8551949364004932,-0.47393364928910703,-0.0026,0.007282957
1992-11-12,0.15868853172841738,-0.3654485049833868,-0.0125,0.007282957
1992-11-13,-0.1040513645334542,-0.5890852506391032,0.0047,0.007282957
1992-11-16,-0.4142698267165893,1.3081395348837228,0.011000000000000001,0.007282957
1992-11-17,-0.3351725833084622,-0.16554464187176435,-0.006999999999999999,0.007282957
1992-11-18,0.8538691282289562,-0.055273048861372055,-0.01,0.007282957
1992-11-19,0.17972779690583407,-0.4092467647384033,0.0027,0.007282957
1992-11-20,0.7176433766074026,1.8769435806308281,0.0068,0.007282957
1992-11-23,-0.35860752877451857,-0.42516079799411377,0.0034,0.007282957
1992-11-24,0.5810126620837883,-0.1423253777096668,-0.0073,0.007282957
1992-11-25,0.3741916356714648,-0.3398750137046246,0.0047,0.007282957
1992-11-27,0.22600759465037096,0.6820682068206715,0.012,0.007282957
1992-11-30,0.2766417121383363,-0.4370629370629277,0.002,0.007282957
1992-12-01,-0.13214489209950742,-0.9767339771729592,-0.0013,0.007282957
1992-12-02,-0.2065982640944223,0.1108278842956825,-0.0006,0.007282957
1992-12-03,0.004649793971128345,0.16605778811026867,-0.0061,0.007282957
1992-12-04,0.5001032727770739,0.353669319186553,-0.0079,0.007282957
1992-12-07,0.7522103446382925,-1.9273127753303965,-0.0066,0.007282957
1992-12-08,0.3859300286505182,-0.05614823133070989,-0.0093,0.007282957
1992-12-09,-0.3066422642770341,1.0112359550561862,0.0046,0.007282957
1992-12-10,-0.2318326670285658,0.5005561735261275,-0.0013,0.007282957
1992-12-11,-0.20936958600096106,-0.2324294410625277,0.0089,0.007282957
1992-12-14,-0.2052002345763577,-0.3993787441757261,0.004,0.007282957
1992-12-15,-0.06237616728929845,0.05569169079972952,-0.0047,0.007282957
1992-12-16,-0.24273943708725035,-0.6679283090281579,-0.0053,0.007282957
1992-12-17,0.9061003197235472,1.8491538720161282,-0.0061,0.007282957
1992-12-18,1.3435009287474748,0.4181338028169121,0.0048,0.007282957
1992-12-21,-0.13143287738269252,-0.01095770326540118,-0.0067,0.007282957
1992-12-22,-0.08849874957569799,1.315068493150688,-0.0097,0.007282957
1992-12-23,-0.29070405074018607,0.3028664142779893,0.0044,0.007282957
1992-12-24,0.16855112445286924,0.10783996549120492,-0.0006,0.007282957
1992-12-28,-0.14098165302496427,1.4219541096628323,0.0051,0.007282957
1992-12-29,-0.2664199057236015,-0.26553372278279336,-0.0107,0.007282957
1992-12-30,0.19178866133230565,-0.2342917997870062,0.0038,0.007282957
1992-12-31,-0.708722471717209,0.2028181041844553,0.0038,0.007282957
1993-01-04,-0.07573523830442057,1.0866091403004112,-0.0164,0.011810756
1993-01-05,-0.2388738545767617,-1.0749288650015767,0.0017,0.011810756
1993-01-06,0.041440576888518384,0.3622030467667937,0.0041,0.011810756
1993-01-07,-0.8722217840247404,0.13798959770726002,0.013000000000000001,0.011810756
1993-01-08,-0.39004085090324997,0.15899936400253495,0.0018,0.011810756
1993-01-11,0.4428444361126589,-0.8254841782199186,-0.0058,0.011810756
1993-01-12,0.0208833965643288,0.21342439440828392,0.0037,0.011810756
1993-01-13,0.4616717609617613,-0.2981578106697914,-0.0036,0.011810756
1993-01-14,0.6720095620903862,0.09612303748798827,-0.0096,0.011810756
1993-01-15,0.2775592958776271,0.5014938113529651,-0.0047,0.011810756
1993-01-18,-0.07091341742076385,-1.2209364051385407,0.0021,0.011810756
1993-01-19,-0.3914456129607698,-0.06448839208942635,-0.0038,0.011810756
1993-01-20,-0.40447911653437135,-0.3441600344160113,0.0038,0.011810756
1993-01-21,0.4891882281790221,0.7338657457371108,-0.0035,0.011810756
1993-01-22,0.1423672218045479,-1.1034926076708818,-0.0047,0.011810756
1993-01-25,0.8942755575752361,-1.159137688224469,-0.0122,0.011810756
1993-01-26,-0.013635598881023295,0.17536168347217318,0.002,0.011810756
1993-01-27,-0.41823546989699306,0.7330415754923276,-0.0034,0.011810756
1993-01-28,0.12554358924279646,0.021722602367774773,-0.009000000000000001,0.011810756
1993-01-29,0.027354898761186616,1.3899446193940723,-0.0055,0.011810756
1993-02-01,0.8523610940616098,1.3387597729463423,0.0,0.011810756
1993-02-02,0.006779128795475063,0.22194039315154696,0.0105,0.011810756
1993-02-03,1.0507341828241177,0.4639881893915404,-0.0028,0.011810756
1993-02-04,0.5277249411165151,-0.17844022252545574,-0.0059,0.011810756
1993-02-05,-0.14013813568886446,0.04206098843323476,-0.0133,0.011810756
1993-02-08,-0.2405691347960387,0.03153247845280758,0.0091,0.011810756
1993-02-09,-0.5626926350872783,-0.535883156456872,0.0055,0.011810756
1993-02-10,0.2021027162493844,0.5598985844073538,0.0111,0.011810756
1993-02-11,0.3204609651411293,-0.2311167139405388,-0.0141,0.011810756
1993-02-12,-0.6880259510519054,0.44224491944824856,-0.0038,0.011810756
1993-02-16,-2.400014240856956,-1.7297410630045136,0.0,0.011810756
1993-02-17,-0.1405858344764114,-0.29869852784297113,-0.0095,0.011810756
1993-02-18,-0.3231004012859413,0.3423924673657259,-0.0202,0.011810756
1993-02-19,0.5371630081569111,0.19193857965450267,0.0007,0.011810756
1993-02-22,0.2349014319126369,-1.021711366538946,-0.0146,0.011810756
